date,drive_id,tbw,erase_count
2025-08-01,DRV00080,13385318,8026
2025-08-01,DRV00081,1304801,7827
2025-08-01,DRV00082,1410561,8461
2025-08-01,DRV00083,13695362,8216
2025-08-01,DRV00084,1304805,7822
2025-08-01,DRV00085,13875563,8328
2025-08-01,DRV00086,1356361,8142
2025-08-01,DRV00087,14165548,8498
2025-08-01,DRV00088,1324591,7950
2025-08-01,DRV00089,1323499,7940
2025-08-01,DRV00090,1355743,8130
2025-08-01,DRV00091,1413047770,8473
2025-08-01,DRV00092,1280148,7680
2025-08-01,DRV00093,14009222,8406
2025-08-01,DRV00094,1319063660,7916
2025-08-01,DRV00095,13868763,8321
2025-08-01,DRV00096,1276419,7658
2025-08-01,DRV00097,1315499,7893
2025-08-01,DRV00098,1391540,8350
2025-08-01,DRV00099,1307220,7838
2025-08-01,DRV00100,1319133,7916
2025-08-01,DRV00101,1256808,7544
2025-08-01,DRV00102,13637239,8185
2025-08-01,DRV00103,1330996,7984
2025-08-01,DRV00104,1349045,8093
2025-08-01,DRV00105,1441868130,8653
2025-08-01,DRV00106,1367637,8205
2025-08-01,DRV00107,1331013,7984
2025-08-01,DRV00108,1303476,7815
2025-08-01,DRV00109,1391135380,8353
2025-08-01,DRV00110,1318842400,7910
2025-08-01,DRV00111,1383714630,8296
2025-08-01,DRV00112,1329212,7979
2025-08-01,DRV00113,1346005,8089
2025-08-01,DRV00114,14150175,8492
2025-08-01,DRV00115,1396437460,8383
2025-08-01,DRV00116,1267480,7604
2025-08-01,DRV00117,1313859220,7882
2025-08-01,DRV00118,12909058,7746
2025-08-01,DRV00119,1340602830,8043
2025-08-01,DRV00120,1351100,8105
2025-08-01,DRV00121,1325140,7947
2025-08-01,DRV00122,1297390,7791
2025-08-01,DRV00123,1382811,8301
2025-08-01,DRV00124,1384217,8317
2025-08-01,DRV00125,1332312900,7986
2025-08-01,DRV00126,1390265,8338
2025-08-01,DRV00127,13478268,8083
2025-08-01,DRV00128,1299617,7804
2025-08-01,DRV00129,1299383,7801
2025-08-01,DRV00130,1259173,7558
2025-08-01,DRV00131,1367415,8213
2025-08-01,DRV00132,1401581690,8412
2025-08-01,DRV00133,1407725370,8451
2025-08-01,DRV00134,1295434,7775
2025-08-01,DRV00135,1294391,7760
2025-08-01,DRV00136,1299102,7794
2025-08-01,DRV00137,1284840,7706
2025-08-01,DRV00138,1356758040,8134
2025-08-01,DRV00139,1314065,7891
2025-08-01,DRV00140,1280393,7680
2025-08-01,DRV00141,13403518,8042
2025-08-01,DRV00142,14059956,8436
2025-08-01,DRV00143,1298181,7795
2025-08-01,DRV00144,1301038,7808
2025-08-01,DRV00145,13423164,8048
2025-08-01,DRV00146,14069675,8440
2025-08-01,DRV00147,1306103,7836
2025-08-01,DRV00148,1326280,7954
2025-08-01,DRV00149,1362996210,8185
2025-08-01,DRV00150,1327585,7966
2025-08-01,DRV00151,1269678,7613
2025-08-01,DRV00152,1333083,7986
2025-08-01,DRV00153,1366010440,8207
2025-08-01,DRV00154,14028385,8412
2025-08-01,DRV00155,1420327450,8519
2025-08-01,DRV00156,13353974,8019
2025-08-01,DRV00157,1278786,7676
2025-08-01,DRV00158,12989256,7799
2025-08-01,DRV00159,1304152,7822
2025-08-01,DRV00160,1340100,8042
2025-08-01,DRV00161,1344903,8065
2025-08-01,DRV00162,1373060,8238
2025-08-01,DRV00163,1244537,7454
2025-08-01,DRV00164,1340781,8046
2025-08-01,DRV00165,1297740,7774
2025-08-01,DRV00166,1339412,8031
2025-08-01,DRV00167,1329856,7976
2025-08-01,DRV00168,1334239,8009
2025-08-01,DRV00169,14660554,8789
2025-08-01,DRV00170,1315980,7893
2025-08-01,DRV00171,1339373,8037
2025-08-01,DRV00172,1300113,7800
2025-08-01,DRV00173,14768480,8856
2025-08-01,DRV00174,13926716,8359
2025-08-01,DRV00175,1374598,8253
2025-08-01,DRV00176,1407355750,8441
2025-08-01,DRV00177,13831513,8308
2025-08-01,DRV00178,1354306,8119
2025-08-01,DRV00179,1287464,7720
2025-08-01,DRV00180,1379235,8277
2025-08-01,DRV00181,13863221,8313
2025-08-01,DRV00182,13983375,8394
2025-08-01,DRV00183,13430277,8057
2025-08-01,DRV00184,1392499,8357
2025-08-01,DRV00185,1362222,8167
2025-08-01,DRV00186,1405525060,8428
2025-08-01,DRV00187,1321304,7922
2025-08-01,DRV00188,1333576,7994
2025-08-01,DRV00189,1396960,8373
2025-08-01,DRV00190,1327549,7958
2025-08-01,DRV00191,1288254,7737
2025-08-01,DRV00192,1319829,7926
2025-08-01,DRV00193,14121446,8477
2025-08-01,DRV00194,1421676180,8536
2025-08-01,DRV00195,13628862,8179
2025-08-01,DRV00196,13943427,8368
2025-08-01,DRV00197,1309954,7853
2025-08-01,DRV00198,1359593,8154
2025-08-01,DRV00199,1239760,7445
2025-08-01,DRV00200,1281528,7687
2025-08-01,DRV00201,1317292,7910
2025-08-01,DRV00202,1304879,7827
2025-08-01,DRV00203,1314320,7890
2025-08-01,DRV00204,1418077940,8502
2025-08-01,DRV00205,1350919550,8110
2025-08-01,DRV00206,1348448,8092
2025-08-01,DRV00207,1383593,8303
2025-08-01,DRV00208,1278668,7669
2025-08-01,DRV00209,13343258,8001
2025-08-01,DRV00210,13735016,8241
2025-08-01,DRV00211,13906403,8346
2025-08-01,DRV00212,1380776680,8283
2025-08-01,DRV00213,1352444,8108
2025-08-01,DRV00214,1322206,7936
2025-08-01,DRV00215,1270851,7620
2025-08-01,DRV00216,1270150,7618
2025-08-01,DRV00217,1310013,7863
2025-08-01,DRV00218,1363936,8191
2025-08-01,DRV00219,1397909530,8384
2025-08-01,DRV00220,1295228,7762
2025-08-01,DRV00221,13246948,7944
2025-08-01,DRV00222,1302350,7811
2025-08-01,DRV00223,1264755880,7586
2025-08-01,DRV00224,1295865,7778
2025-08-01,DRV00225,1297436,7789
2025-08-01,DRV00226,1343866,8059
2025-08-01,DRV00227,1286755,7719
2025-08-01,DRV00228,1359964650,8160
2025-08-01,DRV00229,1364948,8194
2025-08-01,DRV00230,1305223360,7829
2025-08-01,DRV00231,1321152,7927
2025-08-01,DRV00232,13478032,8086
2025-08-01,DRV00233,1300741,7804
2025-08-01,DRV00234,1371367,8236
2025-08-01,DRV00235,1329242,7976
2025-08-01,DRV00236,1290667,7747
2025-08-01,DRV00237,1336431,8019
2025-08-01,DRV00238,14050174,8433
2025-08-01,DRV00239,13252892,7950
2025-08-01,DRV00240,1284412,7699
2025-08-01,DRV00241,1336667,8017
2025-08-01,DRV00242,1314034,7881
2025-08-01,DRV00243,1368326,8208
2025-08-01,DRV00244,1351155,8105
2025-08-01,DRV00245,1299772,7806
2025-08-01,DRV00246,1267985,7615
2025-08-01,DRV00247,1283521,7696
2025-08-01,DRV00248,1394004320,8365
2025-08-01,DRV00249,1398086890,8388
2025-08-01,DRV00250,1357382500,8143
2025-08-01,DRV00251,1330650,7995
2025-08-01,DRV00252,1381844,8302
2025-08-01,DRV00253,1267218,7610
2025-08-01,DRV00254,1397050960,8380
2025-08-01,DRV00255,1331609,7990
2025-08-01,DRV00256,1324566,7948
2025-08-01,DRV00257,1383635,8300
2025-08-01,DRV00258,1246161,7473
2025-08-01,DRV00259,1372565,8235
2025-08-01,DRV00260,1347112,8077
2025-08-01,DRV00261,1284150,7705
2025-08-01,DRV00262,1368348470,8209
2025-08-01,DRV00263,1314924490,7890
2025-08-01,DRV00264,1347795,8093
2025-08-01,DRV00265,1352720,8113
2025-08-01,DRV00266,1412224750,8473
2025-08-01,DRV00267,1422870630,8533
2025-08-01,DRV00268,1302085,7813
2025-08-01,DRV00269,13637897,8184
2025-08-01,DRV00270,1311386,7871
2025-08-01,DRV00271,1393745,8357
2025-08-01,DRV00272,1362132000,8168
2025-08-01,DRV00273,14812151,8892
2025-08-01,DRV00274,1326402,7957
2025-08-01,DRV00275,1348025,8090
2025-08-01,DRV00276,1406205600,8434
2025-08-01,DRV00277,1336889,8016
2025-08-01,DRV00278,1449198510,8691
2025-08-01,DRV00279,1367760110,8209
2025-08-01,DRV00280,1312676,7880
2025-08-01,DRV00281,13464089,8088
2025-08-01,DRV00282,14268574,8566
2025-08-01,DRV00283,1331727,8005
2025-08-01,DRV00284,1415951,8486
2025-08-01,DRV00285,1299512,7790
2025-08-01,DRV00286,1289985,7733
2025-08-01,DRV00287,1296099,7775
2025-08-01,DRV00288,1319411,7910
2025-08-01,DRV00289,1356618,8128
2025-08-01,DRV00290,1242824,7459
2025-08-01,DRV00291,13663768,8200
2025-08-01,DRV00292,1299813,7799
2025-08-01,DRV00293,1380962,8277
2025-08-01,DRV00294,1376595,8266
2025-08-01,DRV00295,1317236,7903
2025-08-01,DRV00296,1343939,8061
2025-08-01,DRV00297,1376910,8263
2025-08-01,DRV00298,1365490,8199
2025-08-01,DRV00299,1342634,8049
2025-08-01,DRV00300,1393871,8360
2025-08-01,DRV00301,1338229,8026
2025-08-01,DRV00302,1444081340,8665
2025-08-01,DRV00303,1350128,8097
2025-08-01,DRV00304,1286652,7721
2025-08-01,DRV00305,1389008370,8345
2025-08-01,DRV00306,1280588,7682
2025-08-01,DRV00307,1291478,7739
2025-08-01,DRV00308,1317685,7909
2025-08-01,DRV00309,1342228,8051
2025-08-01,DRV00310,1370828,8220
2025-08-01,DRV00311,1338796,8025
2025-08-01,DRV00312,1385284,8313
2025-08-01,DRV00313,13179449,7901
2025-08-01,DRV00314,1401913,8413
2025-08-01,DRV00315,1373357,8245
2025-08-01,DRV00316,1329538,7979
2025-08-01,DRV00317,1371774080,8231
2025-08-01,DRV00318,1352970550,8118
2025-08-01,DRV00319,14088021,8456
2025-08-01,DRV00320,1345401,8070
2025-08-01,DRV00321,1361308190,8162
2025-08-01,DRV00322,1391509550,8331
2025-08-01,DRV00323,1349350200,8103
2025-08-01,DRV00324,1326880700,7962
2025-08-01,DRV00325,13540243,8130
2025-08-01,DRV00326,1332851,7992
2025-08-01,DRV00327,1373416,8242
2025-08-01,DRV00328,1320635,7925
2025-08-01,DRV00329,1313474,7881
2025-08-01,DRV00330,1330803780,7994
2025-08-01,DRV00331,1282489,7698
2025-08-01,DRV00332,13934170,8371
2025-08-01,DRV00333,12947020,7771
2025-08-01,DRV00334,1409041210,8455
2025-08-01,DRV00335,1424801290,8545
2025-08-01,DRV00336,14376325,8623
2025-08-01,DRV00337,14030620,8420
2025-08-01,DRV00338,1368560,8209
2025-08-01,DRV00339,1302014,7802
2025-08-01,DRV00340,1314181,7879
2025-08-01,DRV00341,1355802,8143
2025-08-01,DRV00342,1384753230,8298
2025-08-01,DRV00343,1350056,8099
2025-08-01,DRV00344,1285129,7703
2025-08-01,DRV00345,1369870,8215
2025-08-01,DRV00346,1288699,7737
2025-08-01,DRV00347,1329079,7966
2025-08-01,DRV00348,14307873,8589
2025-08-01,DRV00349,1356113,8126
2025-08-01,DRV00350,1354436,8124
2025-08-01,DRV00351,1330234,7986
2025-08-01,DRV00352,1342656,8056
2025-08-01,DRV00353,14286351,8564
2025-08-01,DRV00354,1267573,7607
2025-08-01,DRV00355,1282045,7691
2025-08-01,DRV00356,1281296,7693
2025-08-01,DRV00357,14164577,8499
2025-08-01,DRV00358,1358640520,8156
2025-08-01,DRV00359,1320178,7926
2025-08-01,DRV00360,1367125,8199
2025-08-01,DRV00361,1356504,8135
2025-08-01,DRV00362,1335750200,8011
2025-08-01,DRV00363,1419181400,8509
2025-08-01,DRV00364,1365675,8203
2025-08-01,DRV00365,1291609,7752
2025-08-01,DRV00366,1396182210,8378
2025-08-01,DRV00367,1354452,8140
2025-08-01,DRV00368,13548680,8129
2025-08-01,DRV00369,1333570,8000
2025-08-01,DRV00370,14102464,8459
2025-08-01,DRV00371,1287583,7722
2025-08-01,DRV00372,14672156,8804
2025-08-01,DRV00373,1329297,7977
2025-08-01,DRV00374,1327681290,7970
2025-08-01,DRV00375,13313104,7979
2025-08-01,DRV00376,1471767360,8832
2025-08-01,DRV00377,1330917,7983
2025-08-01,DRV00378,1358118230,8146
2025-08-01,DRV00379,1284168,7706
2025-08-01,DRV00380,1285016,7711
2025-08-01,DRV00381,1353758,8116
2025-08-01,DRV00382,14179144,8509
2025-08-01,DRV00383,1365138,8195
2025-08-01,DRV00384,1363117,8177
2025-08-01,DRV00385,14239359,8537
2025-08-01,DRV00386,1346201,8070
2025-08-01,DRV00387,1331059,7986
2025-08-01,DRV00388,1379694,8281
2025-08-01,DRV00389,1374936340,8254
2025-08-01,DRV00390,1311011,7865
2025-08-01,DRV00391,14222113,8536
2025-08-01,DRV00392,1389492190,8333
2025-08-01,DRV00393,1289698,7740
2025-08-01,DRV00394,1265172,7585
2025-08-01,DRV00395,13941317,8370
2025-08-01,DRV00396,1338949,8037
2025-08-01,DRV00397,1289511,7730
2025-08-01,DRV00398,1310011,7870
2025-08-01,DRV00399,1265723,7604
2025-08-01,DRV00400,1334521,8012
2025-08-01,DRV00401,13441875,8065
2025-08-01,DRV00402,1271663,7634
2025-08-01,DRV00403,1284352,7707
2025-08-01,DRV00404,1349091,8101
2025-08-01,DRV00405,1404971090,8438
2025-08-01,DRV00406,1361305490,8172
2025-08-01,DRV00407,13484265,8094
2025-08-01,DRV00408,1338031,8031
2025-08-01,DRV00409,13645175,8188
2025-08-01,DRV00410,13509405,8107
2025-08-01,DRV00411,13396757,8032
2025-08-01,DRV00412,1302637,7814
2025-08-01,DRV00413,1307304,7844
2025-08-01,DRV00414,1315218,7893
2025-08-01,DRV00415,13955868,8379
2025-08-01,DRV00416,1454933070,8727
2025-08-01,DRV00417,1315527,7892
2025-08-01,DRV00418,13879144,8323
2025-08-01,DRV00419,1289692,7741
2025-08-01,DRV00420,1302285,7821
2025-08-01,DRV00421,1302670,7826
2025-08-01,DRV00422,1326137,7959
2025-08-01,DRV00423,1371658,8231
2025-08-01,DRV00424,13658781,8197
2025-08-01,DRV00425,1358617,8154
2025-08-01,DRV00426,1337487,8019
2025-08-01,DRV00427,1364008430,8182
2025-08-01,DRV00428,1358805,8153
2025-08-01,DRV00429,13854279,8316
2025-08-01,DRV00430,1309033,7854
2025-08-01,DRV00431,1313064,7878
2025-08-01,DRV00432,1371721040,8229
2025-08-01,DRV00433,1306340,7830
2025-08-01,DRV00434,1298314120,7784
2025-08-01,DRV00435,1322462,7937
2025-08-01,DRV00436,1338110,8032
2025-08-01,DRV00437,1298452,7784
2025-08-01,DRV00438,1400838330,8403
2025-08-01,DRV00439,13634342,8184
2025-08-01,DRV00440,1301170,7808
2025-08-01,DRV00441,13059503,7838
2025-08-01,DRV00442,1344673,8067
2025-08-01,DRV00443,1353363,8117
2025-08-01,DRV00444,1331720,7987
2025-08-01,DRV00445,1366848,8201
2025-08-01,DRV00446,1339541,8037
2025-08-01,DRV00447,1348821,8087
2025-08-01,DRV00448,1323749,7939
2025-08-01,DRV00449,1368905,8216
2025-08-01,DRV00450,1288325,7729
2025-08-01,DRV00451,1382963720,8302
2025-08-01,DRV00452,13853534,8306
2025-08-01,DRV00453,1322079,7938
2025-08-01,DRV00454,1379701520,8281
2025-08-01,DRV00455,13261092,7953
2025-08-01,DRV00456,1368168530,8202
2025-08-01,DRV00457,1295843,7773
2025-08-01,DRV00458,1338828,8039
2025-08-01,DRV00459,1328216,7974
2025-08-01,DRV00460,1292459,7761
2025-08-01,DRV00461,1344709,8077
2025-08-01,DRV00462,1325230770,7950
2025-08-01,DRV00463,1362594270,8180
2025-08-01,DRV00464,1377553,8273
2025-08-01,DRV00465,1440278020,8643
2025-08-01,DRV00466,1353967340,8126
2025-08-01,DRV00467,1358554,8146
2025-08-01,DRV00468,1324940,7952
2025-08-01,DRV00469,1355360,8129
2025-08-01,DRV00470,1348065,8083
2025-08-01,DRV00471,13523913,8112
2025-08-01,DRV00472,1311366490,7868
2025-08-01,DRV00473,13574921,8140
2025-08-01,DRV00474,1268686,7610
2025-08-01,DRV00475,1333472,8002
2025-08-01,DRV00476,1445361390,8665
2025-08-01,DRV00477,1318685,7905
2025-08-01,DRV00478,1441951860,8657
2025-08-01,DRV00479,1377844,8271
2025-08-01,DRV00480,1408537560,8445
2025-08-01,DRV00481,1282614,7697
2025-08-01,DRV00482,1432360,8592
2025-08-01,DRV00483,1304477,7827
2025-08-01,DRV00484,1358555490,8147
2025-08-01,DRV00485,1249382,7501
2025-08-01,DRV00486,1334294090,8012
2025-08-01,DRV00487,1313858,7886
2025-08-01,DRV00488,1337356,8020
2025-08-01,DRV00489,1325039,7954
2025-08-01,DRV00490,13775758,8262
2025-08-01,DRV00491,13333240,7998
2025-08-01,DRV00492,1388858490,8340
2025-08-01,DRV00493,1377743,8258
2025-08-01,DRV00494,1420102320,8519
2025-08-01,DRV00495,13117433,7869
2025-08-01,DRV00496,13647233,8184
2025-08-01,DRV00497,1375640,8245
2025-08-01,DRV00498,13683756,8208
2025-08-01,DRV00499,1339192,8034
2025-08-01,DRV00500,1297971,7785
2025-08-02,DRV00001,1349615,8097
2025-08-02,DRV00002,1440558770,8644
2025-08-02,DRV00003,1384870,8310
2025-08-02,DRV00004,1333284,7998
2025-08-02,DRV00005,1346535,8074
2025-08-02,DRV00006,1386623,8322
2025-08-02,DRV00007,1324281,7953
2025-08-02,DRV00008,1408440,8439
2025-08-02,DRV00009,1337365,8026
2025-08-02,DRV00010,1417143,8498
2025-08-02,DRV00011,1320359,7923
2025-08-02,DRV00012,1366788,8194
2025-08-02,DRV00013,1300778,7802
2025-08-02,DRV00014,1357584,8144
2025-08-02,DRV00015,1373207640,8238
2025-08-02,DRV00016,1407813,8448
2025-08-02,DRV00017,1451045990,8709
2025-08-02,DRV00018,1467976450,8809
2025-08-02,DRV00019,1431969,8594
2025-08-02,DRV00020,1403599,8419
2025-08-02,DRV00021,13806413,8276
2025-08-02,DRV00022,1361353610,8172
2025-08-02,DRV00023,1406523,8438
2025-08-02,DRV00024,1441497290,8636
2025-08-02,DRV00025,1396814,8377
2025-08-02,DRV00026,1393112,8362
2025-08-02,DRV00027,1356559,8133
2025-08-02,DRV00028,1371349,8224
2025-08-02,DRV00029,1308696,7863
2025-08-02,DRV00030,1504563900,9015
2025-08-02,DRV00031,1484378150,8912
2025-08-02,DRV00032,1467189,8797
2025-08-02,DRV00033,1309656,7849
2025-08-02,DRV00034,1360382,8158
2025-08-02,DRV00035,1330468,7980
2025-08-02,DRV00036,1292456,7750
2025-08-02,DRV00037,1302876,7807
2025-08-02,DRV00038,1443380000,8664
2025-08-02,DRV00039,1365864,8199
2025-08-02,DRV00040,14202934,8529
2025-08-02,DRV00041,1333991,7998
2025-08-02,DRV00042,1375566,8262
2025-08-02,DRV00043,1307645,7849
2025-08-02,DRV00044,1347192,8087
2025-08-02,DRV00045,1347971030,8086
2025-08-02,DRV00046,1357914,8142
2025-08-02,DRV00047,1370149,8219
2025-08-02,DRV00048,14141679,8481
2025-08-02,DRV00049,13533029,8109
2025-08-02,DRV00050,13689183,8208
2025-08-02,DRV00051,1282070,7687
2025-08-02,DRV00052,1291839,7744
2025-08-02,DRV00053,1321703,7929
2025-08-02,DRV00054,1340421,8043
2025-08-02,DRV00055,1397039,8379
2025-08-02,DRV00056,1373951210,8242
2025-08-02,DRV00057,1435274,8605
2025-08-02,DRV00058,1336392,8023
2025-08-02,DRV00059,1307984,7842
2025-08-02,DRV00060,1376321120,8257
2025-08-02,DRV00061,14455998,8682
2025-08-02,DRV00062,1366648,8203
2025-08-02,DRV00063,1386604,8321
2025-08-02,DRV00064,13822889,8298
2025-08-02,DRV00065,1342955,8059
2025-08-02,DRV00066,14490869,8690
2025-08-02,DRV00067,1366616380,8201
2025-08-02,DRV00068,15774410,9469
2025-08-02,DRV00069,1328096,7970
2025-08-02,DRV00070,1409474,8452
2025-08-02,DRV00071,1469776400,8810
2025-08-02,DRV00072,1351455100,8111
2025-08-02,DRV00073,13980032,8383
2025-08-02,DRV00074,1381584,8289
2025-08-02,DRV00075,1373396,8244
2025-08-02,DRV00076,1466111,8791
2025-08-02,DRV00077,1432396170,8587
2025-08-02,DRV00078,1414576,8491
2025-08-02,DRV00079,1391994850,8351
2025-08-02,DRV00080,1341529,8051
2025-08-02,DRV00081,1373476690,8240
2025-08-02,DRV00082,1414590,8483
2025-08-02,DRV00083,1377418,8265
2025-08-02,DRV00084,1309308,7861
2025-08-02,DRV00085,1396234,8380
2025-08-02,DRV00086,1362116,8173
2025-08-02,DRV00087,14409261,8648
2025-08-02,DRV00088,13882820,8335
2025-08-02,DRV00089,13639443,8185
2025-08-02,DRV00090,1362862,8173
2025-08-02,DRV00091,1417083,8489
2025-08-02,DRV00092,1283365,7696
2025-08-02,DRV00093,1404918,8426
2025-08-02,DRV00094,13797559,8280
2025-08-02,DRV00095,1390555,8346
2025-08-02,DRV00096,1281462,7687
2025-08-02,DRV00097,13632547,8185
2025-08-02,DRV00098,1394934,8368
2025-08-02,DRV00099,1310860,7864
2025-08-02,DRV00100,1326129,7962
2025-08-02,DRV00101,1260782,7560
2025-08-02,DRV00102,1372592,8238
2025-08-02,DRV00103,14366778,8615
2025-08-02,DRV00104,14557853,8730
2025-08-02,DRV00105,1445326,8660
2025-08-02,DRV00106,14576423,8739
2025-08-02,DRV00107,13885574,8331
2025-08-02,DRV00108,1334738630,8007
2025-08-02,DRV00109,1397636,8395
2025-08-02,DRV00110,1324462,7940
2025-08-02,DRV00111,1459601770,8758
2025-08-02,DRV00112,14105217,8464
2025-08-02,DRV00113,1351266,8103
2025-08-02,DRV00114,1420377,8523
2025-08-02,DRV00115,1403906,8431
2025-08-02,DRV00116,13073741,7839
2025-08-02,DRV00117,1318950,7917
2025-08-02,DRV00118,1298290,7795
2025-08-02,DRV00119,1347880,8090
2025-08-02,DRV00120,14314240,8584
2025-08-02,DRV00121,14018560,8416
2025-08-02,DRV00122,1301730,7801
2025-08-02,DRV00123,14561085,8729
2025-08-02,DRV00124,1424853490,8554
2025-08-02,DRV00125,1391614910,8354
2025-08-02,DRV00126,1394677,8362
2025-08-02,DRV00127,14299831,8580
2025-08-02,DRV00128,1349507130,8106
2025-08-02,DRV00129,1303737,7822
2025-08-02,DRV00130,1308399190,7850
2025-08-02,DRV00131,1443185400,8657
2025-08-02,DRV00132,1405876,8424
2025-08-02,DRV00133,1412121,8473
2025-08-02,DRV00134,1299748,7805
2025-08-02,DRV00135,1357137100,8142
2025-08-02,DRV00136,1309219,7856
2025-08-02,DRV00137,13508863,8103
2025-08-02,DRV00138,14107702,8464
2025-08-02,DRV00139,13759907,8252
2025-08-02,DRV00140,13518855,8117
2025-08-02,DRV00141,1347794,8087
2025-08-02,DRV00142,14961573,8972
2025-08-02,DRV00143,1304192,7827
2025-08-02,DRV00144,1309885,7865
2025-08-02,DRV00145,1347963,8095
2025-08-02,DRV00146,1417204,8505
2025-08-02,DRV00147,1313173,7883
2025-08-02,DRV00148,1333414,7994
2025-08-02,DRV00149,1370268,8215
2025-08-02,DRV00150,13646083,8188
2025-08-02,DRV00151,1274019,7644
2025-08-02,DRV00152,1337449,8029
2025-08-02,DRV00153,14120201,8477
2025-08-02,DRV00154,15379190,9225
2025-08-02,DRV00155,15102444,9049
2025-08-02,DRV00156,1338326,8033
2025-08-02,DRV00157,13136507,7886
2025-08-02,DRV00158,13198597,7921
2025-08-02,DRV00159,1383889780,8297
2025-08-02,DRV00160,1344041,8070
2025-08-02,DRV00161,1348604,8099
2025-08-02,DRV00162,14406469,8628
2025-08-02,DRV00163,1259404,7563
2025-08-02,DRV00164,1346782,8081
2025-08-02,DRV00165,1303501,7825
2025-08-02,DRV00166,13735739,8231
2025-08-02,DRV00167,1345370,8072
2025-08-02,DRV00168,1341179,8044
2025-08-02,DRV00169,15251609,9154
2025-08-02,DRV00170,1320044,7921
2025-08-02,DRV00171,13776405,8262
2025-08-02,DRV00172,13929550,8361
2025-08-02,DRV00173,1481742,8893
2025-08-02,DRV00174,1398509,8386
2025-08-02,DRV00175,14467613,8679
2025-08-02,DRV00176,14710765,8830
2025-08-02,DRV00177,1388174,8320
2025-08-02,DRV00178,1359447,8158
2025-08-02,DRV00179,1292801,7763
2025-08-02,DRV00180,14616873,8769
2025-08-02,DRV00181,1393214,8365
2025-08-02,DRV00182,1404783,8432
2025-08-02,DRV00183,1349902,8102
2025-08-02,DRV00184,1443235750,8657
2025-08-02,DRV00185,1419439640,8508
2025-08-02,DRV00186,1412588,8473
2025-08-02,DRV00187,1329304,7967
2025-08-02,DRV00188,14015150,8402
2025-08-02,DRV00189,1458999310,8757
2025-08-02,DRV00190,1335742,8008
2025-08-02,DRV00191,1298132,7791
